100	0.05993	0
99	0.2969	0
98	0.53335	0
97	0.76868	0
96	1.00232	0
94	1.46239	0
92	1.91156	0
90	2.35025	0
88	2.77891	0
86	3.1974	0
84	3.60536	0
82	4.00245	0
80	4.38836	0
78	4.76281	0
76	5.12565	0
74	5.47675	0
72	5.81599	0
70	6.14329	0
68	6.45843	0
66	6.76046	0
64	7.04822	0
62	7.32055	0
60	7.57633	0
58	7.81451	0
56	8.0348	0
54	8.23712	0
52	8.42145	0
50	8.58772	0
48	8.73572	0
46	8.86427	0
44	8.97175	0
42	9.05657	0
40	9.11712	0
38	9.15212	0
36	9.16266	0
34	9.15079	0
32	9.11857	0
30	9.06804	0
28	9.00016	0
26	8.9084	0
24	8.78308	0
22	8.61433	0
20	8.39202	0
18	8.10687	0
16	7.75707	0
14	7.3436	0
12	6.86204	0
10	6.29981	0
8	5.64308	0
6	4.87571	0
5	4.42753	0
4	3.91283	0
3	3.30215	0
2	2.53735	0
1.2	1.78581	0
0.8	1.3735	0
0.4	0.89238	0
0.2	0.58025	0
0.1	0.37271	0
0.05	0.2339	0
0	0	0
0.05	-0.467	0
0.1	-0.59418	0
0.2	-0.78113	0
0.4	-1.05126	0
0.8	-1.42862	0
1.2	-1.69733	0
2	-2.02723	0
3	-2.26056	0
4	-2.45211	0
5	-2.60452	0
6	-2.71277	0
8	-2.84595	0
10	-2.93786	0
12	-2.99633	0
14	-3.02404	0
16	-3.02546	0
18	-3.0049	0
20	-2.96656	0
22	-2.91445	0
24	-2.85181	0
26	-2.78164	0
28	-2.70696	0
30	-2.63079	0
32	-2.55565	0
34	-2.48176	0
36	-2.4087	0
38	-2.33606	0
40	-2.26341	0
42	-2.19042	0
44	-2.11708	0
46	-2.04353	0
48	-1.96986	0
50	-1.89619	0
52	-1.82262	0
54	-1.74914	0
56	-1.67572	0
58	-1.60232	0
60	-1.52893	0
62	-1.45551	0
64	-1.38207	0
66	-1.30862	0
68	-1.23515	0
70	-1.16169	0
72	-1.08823	0
74	-1.01478	0
76	-0.94133	0
78	-0.86788	0
80	-0.79443	0
82	-0.72098	0
84	-0.64753	0
86	-0.57408	0
88	-0.50063	0
90	-0.42718	0
92	-0.35373	0
94	-0.28028	0
96	-0.20683	0
97	-0.17011	0
98	-0.13339	0
99	-0.09666	0
100	-0.05993	0
