100	0	0
99.838	0.126	0
99.417	0.494	0
98.825	1.037	0
98.075	1.646	0
97.111	2.25	0
95.884	2.853	0
94.389	3.476	0
92.639	4.116	0
90.641	4.768	0
88.406	5.427	0
85.947	6.089	0
83.277	6.749	0
80.412	7.402	0
77.369	8.044	0
74.166	8.671	0
70.823	9.277	0
67.36	9.859	0
63.798	10.412	0
60.158	10.935	0
56.465	11.425	0
52.744	11.881	0
49.025	12.303	0
45.34	12.683	0
41.721	13.011	0
38.193	13.271	0
34.777	13.447	0
31.488	13.526	0
28.347	13.505	0
25.37	13.346	0
22.541	13.037	0
19.846	12.594	0
17.286	12.026	0
14.863	11.355	0
12.591	10.598	0
10.482	9.77	0
8.545	8.879	0
6.789	7.94	0
5.223	6.965	0
3.855	5.968	0
2.694	4.966	0
1.755	3.961	0
1.028	2.954	0
0.495	1.969	0
0.155	1.033	0
0.005	0.178	0
0.044	-0.561	0
0.264	-1.12	0
0.789	-1.427	0
1.718	-1.55	0
3.006	-1.584	0
4.627	-1.532	0
6.561	-1.404	0
8.787	-1.202	0
11.282	-0.925	0
14.02	-0.563	0
17.006	-0.075	0
20.278	0.535	0
23.84	1.213	0
27.673	1.928	0
31.75	2.652	0
36.044	3.358	0
40.519	4.021	0
45.139	4.618	0
49.86	5.129	0
54.639	5.534	0
59.428	5.82	0
64.176	5.976	0
68.832	5.994	0
73.344	5.872	0
77.66	5.612	0
81.729	5.219	0
85.5	4.706	0
88.928	4.088	0
91.966	3.387	0
94.573	2.624	0
96.693	1.822	0
98.255	1.06	0
99.268	0.468	0
99.825	0.115	0
100	0	0
